lead_time,avg_price_per_room,no_of_special_requests,booking_status
49,168.3,2,Not_Canceled
25,88,0,Not_Canceled
84,89.25,2,Not_Canceled
3,93.63,2,Not_Canceled
114,114.3,0,Not_Canceled
52,126.9,2,Not_Canceled
29,122.55,0,Canceled
45,113.62,0,Canceled
28,122,1,Not_Canceled
37,88,0,Canceled
217,46.63,2,Not_Canceled
70,126.9,0,Not_Canceled
50,135.9,2,Not_Canceled
166,96.3,0,Canceled
182,98.1,0,Canceled
124,96.3,0,Canceled
164,105.3,2,Canceled
71,120,0,Not_Canceled
55,93.6,1,Not_Canceled
55,104,0,Not_Canceled
228,80.75,0,Canceled
8,87.98,3,Not_Canceled
192,95,0,Not_Canceled
54,81,0,Not_Canceled
18,67,0,Not_Canceled
10,90.33,0,Not_Canceled
118,139.5,1,Not_Canceled
15,114,1,Canceled
22,105,2,Not_Canceled
66,75,0,Not_Canceled
58,108,2,Not_Canceled
44,149.4,2,Not_Canceled
9,113,1,Not_Canceled
136,105.3,1,Not_Canceled
83,0,0,Not_Canceled
266,73.95,0,Canceled
188,130,0,Canceled
15,117.3,1,Not_Canceled
49,80.75,0,Not_Canceled
143,100,0,Not_Canceled
3,100,0,Not_Canceled
146,95,0,Canceled
377,90,0,Canceled
100,136,0,Not_Canceled
16,104,0,Not_Canceled
32,96.3,1,Not_Canceled
133,121.5,1,Not_Canceled
192,95,0,Not_Canceled
0,109,0,Not_Canceled
11,80.75,2,Not_Canceled
33,138,0,Canceled
221,73,0,Not_Canceled
110,168.1,3,Not_Canceled
26,87,0,Not_Canceled
117,97.75,1,Not_Canceled
60,99.9,1,Not_Canceled
303,78,1,Not_Canceled
195,71.22,0,Canceled
221,76.5,1,Canceled
130,99.95,0,Not_Canceled
188,130,0,Canceled
19,107,1,Not_Canceled
11,88.5,0,Not_Canceled
53,120,0,Not_Canceled
188,130,0,Canceled
116,80.75,0,Canceled
2,148.2,0,Not_Canceled
386,115,1,Canceled
1,109,1,Not_Canceled
1,177,4,Not_Canceled
57,75,0,Not_Canceled
3,133,2,Not_Canceled
0,79,0,Not_Canceled
188,130,0,Canceled
67,79.2,3,Not_Canceled
156,103.5,0,Canceled
208,80.24,2,Not_Canceled
196,158.95,0,Canceled
44,143.44,2,Not_Canceled
110,159.3,0,Canceled
8,80,0,Not_Canceled
303,78,1,Not_Canceled
24,106.33,1,Not_Canceled
113,108,1,Canceled
377,115,1,Canceled
158,99.45,1,Not_Canceled
137,133.2,0,Canceled
99,76.5,0,Canceled
159,100,1,Not_Canceled
12,38.67,0,Not_Canceled
30,77.5,0,Not_Canceled
4,152.2,0,Not_Canceled
72,104.4,1,Not_Canceled
112,76.5,1,Not_Canceled
103,78.3,0,Not_Canceled
142,76.5,1,Not_Canceled
93,60,0,Not_Canceled
69,81.09,0,Not_Canceled
99,86,0,Not_Canceled
203,120.7,0,Not_Canceled
27,120,0,Not_Canceled
8,103,1,Not_Canceled
51,129,1,Not_Canceled
19,118.15,0,Canceled
208,88.77,2,Not_Canceled
113,100,0,Canceled
20,93.17,1,Not_Canceled
1,131,1,Not_Canceled
211,68.69,0,Canceled
71,120,0,Not_Canceled
149,80.75,1,Not_Canceled
83,90.6,0,Not_Canceled
267,115.2,0,Canceled
145,108,1,Canceled
181,117.73,1,Canceled
245,106.59,0,Canceled
33,135.9,1,Canceled
314,75,0,Canceled
2,194,3,Not_Canceled
157,101.58,2,Canceled
210,72.75,0,Not_Canceled
140,75.44,1,Not_Canceled
10,89,0,Not_Canceled
179,113.4,0,Canceled
125,72.25,1,Not_Canceled
15,79,0,Canceled
118,110,0,Not_Canceled
150,101,0,Not_Canceled
36,85,0,Not_Canceled
57,159.3,2,Not_Canceled
3,0,2,Not_Canceled
134,139.95,2,Not_Canceled
107,76.5,0,Not_Canceled
15,97,0,Canceled
8,62.57,0,Not_Canceled
150,101,0,Not_Canceled
80,126.9,1,Not_Canceled
37,105.3,2,Not_Canceled
5,80,0,Not_Canceled
49,94.51,1,Not_Canceled
32,137.52,0,Canceled
57,124.2,0,Canceled
35,82.35,0,Not_Canceled
126,106.03,2,Not_Canceled
119,90.9,0,Canceled
61,73,0,Not_Canceled
19,120.12,2,Not_Canceled
29,144,2,Not_Canceled
52,79.2,2,Not_Canceled
282,83.3,1,Not_Canceled
2,108.5,2,Not_Canceled
4,72.25,0,Not_Canceled
0,88,0,Not_Canceled
12,124,2,Not_Canceled
43,75.54,1,Canceled
33,83.16,0,Not_Canceled
305,89,0,Canceled
7,169,0,Not_Canceled
159,105.3,0,Canceled
30,98.1,1,Canceled
5,209.7,1,Not_Canceled
69,72.25,2,Not_Canceled
237,107.53,1,Canceled
85,180.3,2,Not_Canceled
255,123.75,0,Not_Canceled
80,108,0,Not_Canceled
0,109,0,Not_Canceled
20,58.4,0,Not_Canceled
85,116.1,1,Not_Canceled
0,119,0,Not_Canceled
145,76.5,1,Canceled
285,100,0,Canceled
164,100,0,Not_Canceled
248,83.38,2,Not_Canceled
144,129.6,2,Not_Canceled
263,110,0,Canceled
37,126.45,0,Not_Canceled
8,89.25,1,Not_Canceled
50,51,1,Not_Canceled
110,138.55,2,Not_Canceled
91,152.1,0,Not_Canceled
173,84.43,1,Not_Canceled
12,90.07,1,Not_Canceled
38,168.3,0,Not_Canceled
156,99.45,0,Canceled
5,110,0,Not_Canceled
176,49.58,0,Canceled
52,105.4,3,Not_Canceled
0,179,2,Not_Canceled
68,60,1,Not_Canceled
0,127,0,Not_Canceled
259,90,0,Canceled
19,89.89,1,Not_Canceled
1,129,0,Not_Canceled
56,120,0,Not_Canceled
79,75,0,Not_Canceled
36,63.06,1,Canceled
9,95,0,Not_Canceled
38,139.95,2,Not_Canceled
172,89.25,1,Canceled
65,80.75,0,Not_Canceled
3,72.25,0,Not_Canceled
177,100,0,Canceled
75,105,0,Canceled
208,112.5,2,Canceled
86,159.3,1,Not_Canceled
40,95,0,Not_Canceled
21,98,2,Not_Canceled
179,155.25,1,Canceled
0,114,0,Not_Canceled
1,65,0,Canceled
301,109,0,Canceled
2,0,3,Not_Canceled
110,70,0,Not_Canceled
2,75,1,Not_Canceled
43,64,2,Not_Canceled
31,104.64,0,Not_Canceled
30,140,0,Not_Canceled
71,120,0,Not_Canceled
174,112,1,Canceled
23,0,1,Not_Canceled
44,75.43,0,Canceled
55,106,0,Not_Canceled
211,100,0,Canceled
86,102.1,1,Not_Canceled
254,90.95,0,Canceled
73,207.9,0,Canceled
1,106.2,1,Not_Canceled
13,110.4,0,Not_Canceled
4,67,1,Not_Canceled
20,149,0,Not_Canceled
304,89,0,Canceled
121,162,0,Canceled
14,192.67,2,Not_Canceled
6,111.67,0,Not_Canceled
12,154,0,Canceled
81,85.5,0,Canceled
72,105.3,0,Canceled
1,105,1,Not_Canceled
25,85,1,Not_Canceled
280,110,0,Canceled
17,118,0,Not_Canceled
62,99,0,Canceled
58,75,1,Not_Canceled
1,221,2,Not_Canceled
29,95.95,1,Not_Canceled
105,88.12,0,Not_Canceled
105,110,0,Canceled
118,110,0,Not_Canceled
142,110.75,0,Not_Canceled
43,135.9,1,Not_Canceled
226,70,1,Not_Canceled
27,105.84,0,Canceled
65,82.45,1,Not_Canceled
191,132,0,Canceled
1,116,1,Not_Canceled
33,95,0,Not_Canceled
37,105,0,Not_Canceled
25,107.03,1,Not_Canceled
229,107.64,1,Canceled
72,84,0,Not_Canceled
68,48,0,Not_Canceled
317,120,0,Canceled
4,114.73,2,Not_Canceled
2,12,0,Not_Canceled
193,120,0,Canceled
7,121,1,Not_Canceled
13,90.95,1,Not_Canceled
1,98,1,Not_Canceled
122,153,2,Not_Canceled
10,83.55,2,Not_Canceled
20,85.5,1,Not_Canceled
1,85,0,Not_Canceled
5,141.5,2,Not_Canceled
7,59.14,0,Not_Canceled
247,87,0,Canceled
37,95,0,Not_Canceled
191,130.5,1,Canceled
12,148,0,Not_Canceled
188,130,0,Canceled
181,76.5,2,Not_Canceled
89,119,1,Not_Canceled
69,126.9,2,Not_Canceled
39,101.5,0,Not_Canceled
116,61,0,Canceled
247,115,0,Canceled
79,96.62,1,Canceled
1,89,1,Not_Canceled
7,84,0,Not_Canceled
102,99,1,Not_Canceled
0,99,0,Not_Canceled
86,88.2,1,Not_Canceled
151,95.82,0,Canceled
177,100,0,Canceled
0,0,0,Not_Canceled
181,90.9,2,Canceled
227,102.85,2,Canceled
0,136.44,1,Not_Canceled
84,65,0,Not_Canceled
69,126.9,1,Not_Canceled
315,160,0,Canceled
127,94.5,1,Not_Canceled
42,85,0,Not_Canceled
26,177,2,Not_Canceled
33,62.2,0,Not_Canceled
39,87,0,Not_Canceled
4,65,2,Not_Canceled
1,118,0,Not_Canceled
86,109.8,1,Canceled
3,240,0,Canceled
193,99.45,1,Not_Canceled
149,120.7,2,Not_Canceled
45,90.88,1,Not_Canceled
5,0,0,Not_Canceled
18,169,1,Not_Canceled
14,138.05,3,Not_Canceled
28,82.65,0,Not_Canceled
6,213,2,Not_Canceled
100,72.25,2,Not_Canceled
38,63.75,0,Not_Canceled
21,76,0,Not_Canceled
75,80,0,Canceled
40,89.4,0,Canceled
235,97.71,0,Canceled
4,124,1,Not_Canceled
156,128.7,1,Canceled
58,95.4,1,Not_Canceled
69,120,0,Canceled
191,95,0,Not_Canceled
3,88,0,Not_Canceled
0,139,0,Not_Canceled
28,194.8,0,Not_Canceled
49,78.3,0,Canceled
13,135,1,Not_Canceled
46,98,0,Not_Canceled
26,75,1,Not_Canceled
62,116.1,0,Not_Canceled
53,120,0,Not_Canceled
117,150.45,0,Canceled
64,79.2,2,Not_Canceled
23,68.53,1,Not_Canceled
161,130,0,Canceled
2,205,2,Not_Canceled
0,88,0,Not_Canceled
86,151.2,2,Not_Canceled
11,90,1,Not_Canceled
67,117.6,0,Canceled
8,130,0,Not_Canceled
75,75,0,Not_Canceled
320,115,1,Canceled
105,75,0,Canceled
1,98,2,Not_Canceled
79,159.3,0,Canceled
273,94.5,0,Canceled
31,120.42,1,Not_Canceled
1,105,1,Not_Canceled
276,60.29,3,Not_Canceled
46,122.4,2,Not_Canceled
257,101.5,0,Canceled
230,137,1,Canceled
131,87.03,3,Not_Canceled
62,97.2,1,Not_Canceled
89,186.3,0,Canceled
174,70,0,Canceled
50,107.1,0,Canceled
22,75.6,0,Not_Canceled
2,110.5,1,Not_Canceled
15,63.6,0,Canceled
174,80.75,0,Canceled
136,96.3,0,Canceled
238,178.2,1,Canceled
7,98.6,2,Not_Canceled
101,69.5,1,Not_Canceled
28,207.63,2,Not_Canceled
45,65,0,Canceled
40,88.5,0,Canceled
204,100,0,Canceled
141,104.55,2,Not_Canceled
63,116.1,0,Canceled
118,110,0,Not_Canceled
315,160,0,Canceled
176,80.75,1,Not_Canceled
35,89.1,1,Canceled
308,52,0,Canceled
215,96.3,1,Canceled
328,95.4,0,Canceled
15,117,2,Not_Canceled
0,98,0,Not_Canceled
179,91.5,0,Canceled
16,151,1,Not_Canceled
73,96.9,1,Not_Canceled
44,75,0,Not_Canceled
85,149.4,3,Not_Canceled
36,67.32,1,Not_Canceled
38,0,1,Not_Canceled
47,139.95,0,Not_Canceled
8,159.5,0,Not_Canceled
35,150.3,1,Not_Canceled
122,76.5,2,Canceled
84,150.3,1,Not_Canceled
60,123.3,0,Canceled
40,100.16,0,Not_Canceled
25,108,2,Not_Canceled
118,110,0,Not_Canceled
320,115,1,Canceled
20,90.86,1,Not_Canceled
59,72.25,2,Not_Canceled
85,151.2,1,Not_Canceled
55,99,1,Canceled
106,85,0,Canceled
161,130,0,Canceled
118,87.3,1,Canceled
9,65,0,Not_Canceled
12,138,0,Not_Canceled
152,76.58,1,Canceled
3,119,2,Not_Canceled
71,98,0,Not_Canceled
5,112,0,Not_Canceled
15,93.17,0,Not_Canceled
67,219.6,2,Not_Canceled
317,120,0,Canceled
183,90.9,1,Not_Canceled
278,89.25,0,Canceled
181,85.5,0,Canceled
180,66.49,2,Not_Canceled
168,81.2,1,Not_Canceled
1,129.56,0,Not_Canceled
33,159.75,2,Canceled
42,118,0,Not_Canceled
0,83.5,0,Not_Canceled
245,110,0,Canceled
163,121.5,3,Not_Canceled
1,197,0,Not_Canceled
71,101.87,0,Canceled
19,90,0,Not_Canceled
0,116.1,1,Not_Canceled
82,76.5,0,Canceled
4,263.55,0,Canceled
129,83.61,2,Not_Canceled
80,82.45,0,Not_Canceled
265,90,0,Not_Canceled
189,106.75,1,Canceled
2,95,0,Not_Canceled
130,139.5,2,Canceled
23,119.85,0,Canceled
186,80,0,Not_Canceled
2,67,0,Not_Canceled
141,94.56,0,Not_Canceled
47,105.5,1,Not_Canceled
169,212.86,2,Canceled
69,120,0,Canceled
346,115,1,Canceled
150,91.12,0,Not_Canceled
0,109,0,Not_Canceled
225,67.5,0,Canceled
109,72.25,0,Canceled
44,75,0,Not_Canceled
433,70,0,Canceled
111,123.3,0,Not_Canceled
3,70,0,Not_Canceled
13,177.62,1,Not_Canceled
1,117,0,Not_Canceled
0,65,0,Not_Canceled
57,75.33,1,Not_Canceled
14,164,1,Canceled
145,94.5,0,Not_Canceled
73,170.17,0,Canceled
145,94.5,0,Not_Canceled
147,6,1,Not_Canceled
38,84,0,Not_Canceled
6,77.5,0,Not_Canceled
126,77.03,1,Not_Canceled
74,109,0,Not_Canceled
0,145,0,Not_Canceled
377,115,1,Canceled
3,130,2,Not_Canceled
62,78.54,0,Not_Canceled
76,59.5,0,Canceled
1,60,0,Canceled
30,140,0,Not_Canceled
24,80,0,Not_Canceled
20,12,1,Not_Canceled
35,75,1,Not_Canceled
1,65,0,Not_Canceled
166,110,0,Canceled
137,83.47,0,Not_Canceled
46,81.31,0,Not_Canceled
169,106,0,Canceled
188,105.3,0,Canceled
3,195,0,Not_Canceled
103,80,0,Not_Canceled
9,131.33,1,Not_Canceled
29,139.6,0,Canceled
48,89.3,1,Not_Canceled
115,60,0,Canceled
80,160.65,1,Canceled
14,114,1,Not_Canceled
116,59.5,0,Canceled
23,95.83,1,Not_Canceled
36,159.3,2,Not_Canceled
204,100,0,Canceled
183,110,1,Canceled
202,90,0,Canceled
15,102,2,Not_Canceled
27,108,0,Not_Canceled
79,75,0,Not_Canceled
47,93.5,1,Not_Canceled
119,129.6,2,Not_Canceled
25,114,1,Not_Canceled
12,60,0,Not_Canceled
251,73.35,1,Not_Canceled
4,78.2,0,Not_Canceled
3,45,2,Not_Canceled
8,69.5,0,Not_Canceled
239,96.3,0,Canceled
113,100,0,Canceled
44,60,0,Not_Canceled
317,120,0,Canceled
195,71.22,0,Canceled
71,86.25,1,Not_Canceled
377,115,1,Canceled
166,99.45,0,Canceled
141,163.8,1,Not_Canceled
96,90.9,1,Canceled
60,98.94,1,Not_Canceled
67,105,0,Not_Canceled
184,69.9,0,Canceled
35,108.9,0,Not_Canceled
172,95,0,Canceled
76,126.9,2,Not_Canceled
9,129,0,Not_Canceled
3,65,1,Not_Canceled
56,105.75,2,Not_Canceled
98,80.75,0,Not_Canceled
2,65,0,Not_Canceled
4,0,1,Not_Canceled
69,137.7,2,Not_Canceled
40,125.1,1,Not_Canceled
44,75,0,Not_Canceled
113,95,0,Not_Canceled
65,125.1,1,Not_Canceled
22,190.58,0,Canceled
185,96.3,0,Canceled
147,99,0,Not_Canceled
61,102.6,2,Not_Canceled
1,77.25,0,Not_Canceled
25,85,0,Not_Canceled
161,130,0,Canceled
0,107,2,Not_Canceled
204,100,0,Canceled
39,109,0,Not_Canceled
1,77.77,1,Not_Canceled
317,120,0,Canceled
23,95,0,Not_Canceled
0,100,1,Not_Canceled
126,79.2,1,Not_Canceled
21,95,0,Not_Canceled
19,69,0,Not_Canceled
7,91,1,Canceled
258,110,0,Canceled
105,75,0,Canceled
72,137.7,2,Not_Canceled
12,85,0,Not_Canceled
178,93.08,1,Not_Canceled
120,129.81,1,Not_Canceled
34,88,2,Not_Canceled
69,139.57,1,Not_Canceled
2,65,2,Not_Canceled
2,79,1,Not_Canceled
198,112.56,1,Canceled
159,70,1,Not_Canceled
9,86.8,0,Not_Canceled
1,115,0,Not_Canceled
175,85.5,2,Not_Canceled
3,143,1,Not_Canceled
57,123.55,0,Canceled
12,89.25,3,Not_Canceled
20,156,1,Not_Canceled
2,75,0,Not_Canceled
82,149.4,0,Not_Canceled
2,110,0,Not_Canceled
0,139,0,Canceled
114,189,0,Canceled
99,81,0,Not_Canceled
16,88.8,2,Not_Canceled
132,105.83,0,Canceled
146,95,0,Canceled
0,0,0,Not_Canceled
58,140.4,0,Canceled
5,137,3,Not_Canceled
33,144.9,1,Not_Canceled
70,100,0,Not_Canceled
67,57,0,Not_Canceled
10,76.75,0,Not_Canceled
92,76.5,2,Canceled
189,72.25,0,Not_Canceled
122,68,0,Not_Canceled
122,72.26,2,Not_Canceled
119,161.1,1,Not_Canceled
13,75,1,Not_Canceled
83,112.2,0,Not_Canceled
30,137.52,0,Not_Canceled
123,89.92,0,Canceled
151,71,0,Not_Canceled
13,96,0,Not_Canceled
192,95,0,Not_Canceled
6,197,0,Not_Canceled
11,131.75,1,Not_Canceled
259,90,0,Canceled
63,94.5,2,Not_Canceled
37,105,0,Not_Canceled
305,89,0,Canceled
2,71,0,Not_Canceled
88,80,0,Not_Canceled
275,90.95,1,Canceled
1,60,0,Canceled
20,100,0,Canceled
105,110.97,0,Not_Canceled
36,150.3,0,Canceled
188,130,0,Canceled
29,66.18,1,Not_Canceled
6,136.75,1,Not_Canceled
26,133.8,0,Not_Canceled
4,70,0,Not_Canceled
1,65,0,Not_Canceled
256,76.67,0,Not_Canceled
41,99,0,Not_Canceled
2,136,1,Not_Canceled
119,119.85,1,Canceled
55,104,0,Not_Canceled
18,76.8,0,Not_Canceled
58,78.3,1,Not_Canceled
180,70,0,Canceled
55,59.28,1,Not_Canceled
256,115,1,Canceled
52,140.4,0,Canceled
173,65.49,1,Not_Canceled
27,64.8,0,Not_Canceled
20,89,1,Not_Canceled
33,125.1,1,Not_Canceled
0,142.2,1,Not_Canceled
9,151.67,1,Canceled
61,94.5,0,Canceled
77,56,0,Not_Canceled
3,139,1,Not_Canceled
75,97.33,1,Canceled
49,60,0,Not_Canceled
27,120,0,Not_Canceled
28,85.6,1,Not_Canceled
275,90,0,Canceled
171,104.39,1,Canceled
68,130.9,1,Not_Canceled
154,151.2,0,Canceled
62,94.8,0,Not_Canceled
14,82.4,0,Not_Canceled
13,260.5,0,Canceled
42,63,2,Not_Canceled
346,115,1,Canceled
87,97.71,1,Not_Canceled
51,85.5,1,Not_Canceled
5,89.32,0,Not_Canceled
76,168.3,3,Not_Canceled
199,168.3,2,Canceled
418,107,0,Canceled
56,100.67,1,Canceled
106,72.25,2,Canceled
34,94.95,1,Not_Canceled
0,176,1,Not_Canceled
26,232.33,0,Canceled
184,98.1,0,Canceled
35,127.44,1,Not_Canceled
3,90,3,Not_Canceled
0,0,1,Not_Canceled
104,75,0,Not_Canceled
117,94.5,0,Canceled
29,85,0,Not_Canceled
0,80.75,1,Not_Canceled
35,137.34,2,Not_Canceled
47,80.3,1,Not_Canceled
37,105,0,Not_Canceled
9,137,2,Not_Canceled
13,73,0,Not_Canceled
332,77.23,2,Not_Canceled
130,116.1,0,Canceled
4,109,2,Not_Canceled
48,131.4,0,Canceled
166,99.78,1,Not_Canceled
37,104,2,Not_Canceled
277,60.29,4,Not_Canceled
103,123.3,0,Not_Canceled
94,81.08,1,Not_Canceled
1,89,1,Not_Canceled
265,115,1,Canceled
3,175.56,1,Not_Canceled
26,67.87,0,Not_Canceled
53,126.9,0,Canceled
202,40,1,Not_Canceled
21,141,1,Canceled
33,135.9,0,Not_Canceled
0,0,1,Not_Canceled
73,100,1,Canceled
40,73.1,1,Not_Canceled
8,76.08,0,Not_Canceled
25,65,0,Not_Canceled
59,85,0,Not_Canceled
31,112.59,2,Not_Canceled
10,156,2,Not_Canceled
210,72.75,0,Not_Canceled
12,109,0,Canceled
10,68.5,2,Not_Canceled
37,94.5,0,Not_Canceled
133,80.75,1,Not_Canceled
102,75,0,Not_Canceled
12,79,0,Canceled
180,120,0,Canceled
86,105,0,Not_Canceled
2,65,0,Not_Canceled
82,80.39,1,Not_Canceled
96,138,0,Canceled
34,89.1,1,Not_Canceled
42,73.37,1,Not_Canceled
12,109.33,0,Canceled
315,160,0,Canceled
0,6,0,Not_Canceled
56,105.75,2,Not_Canceled
14,99.5,0,Not_Canceled
159,70,0,Not_Canceled
3,95,0,Not_Canceled
64,130,0,Not_Canceled
131,94.5,0,Canceled
212,103.84,1,Canceled
100,140,1,Not_Canceled
164,89.25,1,Not_Canceled
1,89,1,Not_Canceled
176,137.7,2,Canceled
237,148.26,0,Not_Canceled
95,72.25,2,Not_Canceled
236,89.25,0,Canceled
109,74.8,1,Not_Canceled
131,103.5,0,Canceled
226,70,1,Not_Canceled
0,110.46,1,Not_Canceled
34,162.45,0,Canceled
164,100,0,Not_Canceled
196,105.4,0,Canceled
35,145.35,1,Not_Canceled
68,132.6,0,Canceled
145,65,0,Not_Canceled
70,166.9,0,Canceled
96,132.6,1,Canceled
27,65,0,Not_Canceled
5,119,0,Not_Canceled
88,90.6,0,Not_Canceled
162,115,0,Canceled
10,0,1,Not_Canceled
102,72.25,1,Canceled
180,120,0,Canceled
34,135.9,1,Not_Canceled
180,120,0,Canceled
55,58.94,1,Not_Canceled
39,65,1,Not_Canceled
4,87,0,Not_Canceled
85,71,0,Not_Canceled
77,129.6,0,Canceled
183,110,0,Canceled
30,120.53,2,Not_Canceled
49,160.65,0,Canceled
65,136.8,0,Canceled
6,127,0,Canceled
115,114.3,1,Not_Canceled
114,40.67,0,Not_Canceled
84,87.3,1,Not_Canceled
95,79.56,0,Not_Canceled
36,86.63,2,Not_Canceled
27,96.9,2,Not_Canceled
2,123.5,3,Not_Canceled
11,90,2,Not_Canceled
32,165.15,0,Not_Canceled
38,87,2,Not_Canceled
102,109,0,Not_Canceled
1,158,0,Not_Canceled
54,74.15,2,Not_Canceled
24,74.8,1,Not_Canceled
28,103.55,0,Canceled
164,100,0,Not_Canceled
159,85.5,0,Canceled
113,85,0,Canceled
119,88.73,1,Not_Canceled
65,126,1,Not_Canceled
5,94.5,0,Not_Canceled
92,90,0,Not_Canceled
193,120,0,Canceled
237,134.73,0,Canceled
10,146,1,Canceled
0,161,0,Canceled
92,65,0,Not_Canceled
6,148.5,1,Not_Canceled
4,117,1,Not_Canceled
304,89,0,Canceled
71,132.6,0,Not_Canceled
317,120,0,Canceled
7,72.25,0,Not_Canceled
26,88.4,1,Not_Canceled
71,126,1,Not_Canceled
24,87.3,1,Not_Canceled
39,128.99,1,Canceled
98,90.97,3,Not_Canceled
0,150,2,Not_Canceled
273,95,0,Canceled
19,167,0,Canceled
56,99.9,0,Canceled
81,59.84,0,Not_Canceled
77,118.8,2,Not_Canceled
37,105,0,Not_Canceled
83,96.9,1,Not_Canceled
280,86.7,0,Canceled
172,95,0,Canceled
19,88,2,Not_Canceled
146,75,0,Not_Canceled
11,94.6,1,Not_Canceled
86,100,0,Not_Canceled
10,97,0,Not_Canceled
94,152.1,0,Canceled
322,80,0,Canceled
38,140.4,0,Canceled
73,115.04,1,Not_Canceled
4,90.78,2,Not_Canceled
74,85.5,0,Canceled
13,102,0,Not_Canceled
44,150.3,0,Canceled
144,137.7,0,Canceled
240,90.95,2,Not_Canceled
126,89.25,0,Canceled
109,88.4,3,Not_Canceled
41,70,1,Not_Canceled
77,125.1,1,Not_Canceled
130,105.3,0,Not_Canceled
14,101,1,Not_Canceled
134,89.25,0,Not_Canceled
15,90.95,0,Not_Canceled
243,106.2,2,Canceled
148,67,0,Not_Canceled
80,144,0,Not_Canceled
254,100.7,1,Canceled
120,74.8,0,Canceled
4,104,0,Not_Canceled
18,80,0,Not_Canceled
211,100,0,Canceled
130,102.58,1,Not_Canceled
92,72.25,1,Canceled
18,67,0,Not_Canceled
213,130,0,Canceled
61,35.2,0,Canceled
91,75,0,Not_Canceled
27,119,0,Canceled
1,131,1,Not_Canceled
27,129,0,Canceled
7,134.33,1,Not_Canceled
239,112.2,0,Canceled
122,97,2,Not_Canceled
304,89,0,Canceled
6,117.04,1,Not_Canceled
20,109,1,Not_Canceled
4,65,0,Not_Canceled
105,76.5,1,Not_Canceled
12,119,1,Not_Canceled
18,300,4,Not_Canceled
31,144.9,0,Canceled
7,215,1,Not_Canceled
3,156.33,2,Not_Canceled
75,80.75,0,Not_Canceled
154,111.3,1,Canceled
98,59.5,2,Not_Canceled
3,109.1,2,Not_Canceled
52,156.6,1,Not_Canceled
107,103.57,0,Not_Canceled
20,208,1,Not_Canceled
5,100,0,Not_Canceled
58,109.65,0,Canceled
103,150.3,1,Not_Canceled
33,41.43,0,Not_Canceled
69,120,0,Canceled
137,93.7,1,Not_Canceled
22,43.5,0,Not_Canceled
308,78.3,1,Canceled
77,90.95,0,Not_Canceled
104,110.1,0,Not_Canceled
2,110,0,Not_Canceled
12,65,0,Not_Canceled
164,100,0,Not_Canceled
3,58,0,Not_Canceled
4,159,0,Not_Canceled
14,57.5,0,Not_Canceled
43,203.85,1,Not_Canceled
1,93,0,Not_Canceled
24,120,0,Canceled
181,250,0,Canceled
62,135.9,2,Not_Canceled
103,80.75,2,Not_Canceled
290,72,0,Canceled
39,65,0,Not_Canceled
19,78.6,1,Not_Canceled
67,103.14,1,Not_Canceled
78,60,1,Not_Canceled
21,99.33,1,Not_Canceled
56,126.9,1,Not_Canceled
261,106.25,0,Canceled
23,110,2,Not_Canceled
0,155,1,Not_Canceled
44,82.13,0,Canceled
4,87.2,0,Not_Canceled
21,66,0,Canceled
164,100,0,Not_Canceled
168,112.8,1,Canceled
443,65,0,Canceled
27,212.1,1,Canceled
155,143.1,2,Canceled
12,67,1,Not_Canceled
154,90.95,0,Not_Canceled
49,73.95,1,Not_Canceled
279,110,0,Canceled
29,130.15,1,Canceled
14,112,1,Canceled
53,120,0,Not_Canceled
0,69,1,Not_Canceled
33,157.5,1,Canceled
36,99.48,1,Canceled
102,109,0,Not_Canceled
10,186.67,2,Not_Canceled
192,19.15,0,Canceled
47,103.05,1,Not_Canceled
61,81.9,1,Not_Canceled
53,168.3,1,Not_Canceled
296,117,1,Canceled
88,85,1,Not_Canceled
78,68,0,Not_Canceled
37,95,0,Not_Canceled
73,85,2,Not_Canceled
231,96.9,2,Not_Canceled
188,130,0,Canceled
15,111,0,Canceled
144,129.6,1,Not_Canceled
143,114.3,0,Canceled
20,121,0,Canceled
7,0,2,Not_Canceled
9,119,1,Not_Canceled
21,108.2,0,Not_Canceled
74,109,0,Not_Canceled
43,168.3,2,Not_Canceled
72,104.4,0,Not_Canceled
0,85,0,Not_Canceled
77,105.3,1,Not_Canceled
106,117.3,2,Canceled
3,133,1,Not_Canceled
96,94.5,0,Not_Canceled
1,80,0,Not_Canceled
53,113.4,2,Not_Canceled
229,80.75,0,Canceled
0,97,0,Not_Canceled
3,156,0,Not_Canceled
0,130.9,1,Not_Canceled
99,118,1,Not_Canceled
170,108.3,1,Canceled
23,109,2,Not_Canceled
18,129,0,Not_Canceled
8,105,1,Not_Canceled
27,140.2,0,Canceled
6,114.5,2,Not_Canceled
31,233.1,1,Not_Canceled
60,168.3,4,Not_Canceled
57,94.5,1,Not_Canceled
26,231,1,Canceled
26,119.87,1,Canceled
99,141.67,3,Not_Canceled
11,124,1,Not_Canceled
61,121.5,2,Not_Canceled
188,112.01,1,Canceled
68,108,2,Not_Canceled
66,149.4,0,Canceled
250,95,0,Canceled
102,109,0,Not_Canceled
162,70,0,Not_Canceled
107,117.28,0,Not_Canceled
9,109,2,Not_Canceled
29,92.4,0,Canceled
116,135.9,2,Not_Canceled
113,135.9,0,Canceled
0,0,1,Not_Canceled
273,109,0,Canceled
8,90,2,Not_Canceled
315,160,0,Canceled
